name,district,street,address,lng,lat,multi_rent,high_rent,low_rent
青海大厦,福田区,莲花街道,福田区北环大道7043号,114.028075,22.560552,,83,
银湖住宅区（商品住房）,罗湖区,清水河街道,罗湖区金湖路38号,114.087697,22.573156,59,,
满京华喜悦里,龙岗区,龙岗街道,龙岗区南联中岗路段,114.263811,22.723298,,54,
宏发世纪花园（商务公寓）,宝安区,石岩街道,深圳市宝安区石岩街道宝石东路与羊台山路交汇处,113.940925,22.68223,,56,
深城投·中心公馆（商务公寓）,坪山区,坪山街道,坪山新区行政二路与规划长安二街交汇处东南侧（深圳市坪山实验学校对面）,114.337134,22.706116,,52,
上合花园,宝安区,新安街道,深圳市宝安区上川路与公园路交汇处,113.898717,22.581912,,44,
美庭花园,光明区,公明街道,广东省深圳市光明区公明街道上南路51号,113.885122,22.793286,,32,
锦田湾,光明区,玉塘街道,田湾路11号,113.899939,22.726729,,32,
裕田花园,福田区,梅林街道,深圳市福田区下梅林裕林花园,114.036188,22.563626,59,,
锦安楼,福田区,梅林街道,深圳市福田区下梅林梅华路,114.037299,22.565455,55,,
洪田统建楼,宝安区,新桥街道,黄埔社区祠堂路20号,113.84847,22.712396,,30,
城市丽都花园,宝安区,新桥街道,企安路12号,113.831281,22.719368,,38,
新城市广场,宝安区,沙井街道,宝安区新和大道129号,113.802918,22.761027,,34,
麒麟雅居,宝安区,松岗街道,深圳市宝安区松岗街道松岗社区沙江东路麒麟新村,113.842459,22.779127,,31,
金域中央花园二期,龙岗区,吉华街道,(龙岗区布吉水径)吉布龙路与吉华路交汇处,114.09725,22.627754,,61,
南头大厦,南山区,南头街道,南山区南头街98号,113.913749,22.539387,,88,
家和花园北区,龙岗区,坂田街道,五和大道南74号,114.056384,22.615977,58,,
卫检大院,罗湖区,南湖街道,罗湖区和平路1157号,114.109933,22.538293,70,,
云峰花园,罗湖区,南湖街道,罗湖区友谊路29号,114.117876,22.540934,,73,
中泰燕南名庭一期,福田区,华强北街道,福田区燕南路88号,114.088433,22.54804,,112,
雨田村一期,福田区,莲花街道,福田区莲花路1110号,114.050897,22.563211,79,,
雨田村二期,福田区,莲花街道,福田区莲花路1110号,114.049968,22.562975,,83,
港湾生活小区,南山区,招商街道,南山区赤湾少帝路6号,113.881518,22.484317,70,71,
花半里花园,龙岗区,龙城街道,龙岗区清林中路6号,114.230455,22.723454,,37,
联泰大厦,福田区,香蜜湖街道,深南大道竹子林,114.006963,22.537818,,119,
中洲华府二期（商务公寓）,宝安区,新安街道,深圳市宝安26区裕安路与公园路交汇处,113.901224,22.575234,,128,
富春东方大厦,福田区,香蜜湖街道,深圳市福田区深南大道7002,114.02075,22.540116,,176,
皇御苑三期,福田区,福田街道,福田皇岗路与滨河路交界东南,114.069172,22.528241,,100,
皇御苑二期,福田区,福田街道,福田南路9号,114.070187,22.529051,,98,
皇御苑一期,福田区,福田街道,福田南路7号,114.070939,22.529817,,96,
亚迪村,大鹏新区,葵涌街道,龙岗区葵涌镇,114.408883,22.633445,,26,
南头中学宿舍,南山区,南头街道,"(南山区南头)深南大道12034, 南头文化街18号",113.913911,22.546724,73,,
十八区锦竹苑,宝安区,新安街道,深圳市宝安区洪浪南路与洪合路交叉路口往南约50米,113.910281,22.570412,55,,
中海鹿丹名苑,罗湖区,桂园街道,红岭南路与滨河大道交汇处东南侧,114.101909,22.536741,72,121,
"水湾壹玖柒玖广场一期
（商务公寓）",南山区,招商街道,南山区蛇口荔园路8号,113.913735,22.493112,,123,
东海国际中心二期,福田区,香蜜湖街道,深圳市福田区深南大道7888号,114.01489,22.539173,,184,
深圳湾1号广场南区,南山区,粤海街道,深圳市南山区东滨路与科苑南路交汇处,113.937801,22.509349,,350,
御锦公馆,福田区,梅林街道,福田区梅林街道中康北路御锦公馆,114.05279,22.573589,,149,
松河瑞园二期（商务公寓）,宝安区,松岗街道,深圳市宝安区松岗街道溪头工业四路2号,113.826649,22.773101,,53,
NEO绿景广场,福田区,沙头街道,深圳市福田区深南大道6011号,114.025567,22.538856,,128,
昊海君悦大厦,盐田区,海山街道,沙头角深盐路2092号,114.238763,22.56334,,74,
海丽晶商住园,盐田区,梅沙街道,深圳市盐田区大梅沙环梅路3号,114.303923,22.60191,58,58,
翡翠明珠花园（商务公寓）,南山区,南头街道,深圳市南山区金鸡路1号,113.918178,22.536763,,133,
鼎诚国际大厦,福田区,华强北街道,广东省深圳市福田区华强北街道鼎诚大厦,114.078719,22.545939,,150,
嘉州富苑,福田区,沙头街道,深圳市福田区沙头街道新洲二街292号,114.040823,22.528993,,136,
富士锦园,坪山区,坑梓街道,坪山区坑梓街道人民东路与坪山大道交汇处,114.400559,22.758888,,50,
华润城润府二期（商务公寓）,南山区,粤海街道,深圳市南山区粤海街道铜鼓路56号,113.949758,22.546952,,180,
官湖统建楼,大鹏新区,葵涌街道,官湖东路88号,114.424995,22.606958,,28,
红星国际,宝安区,松岗街道,深圳市宝安区松岗街道红星社区红星国际新城二期,113.828092,22.764297,,36,
菱塘花园,宝安区,沙井街道,深圳市宝安区沙井街道沙头社区茭塘路,113.803838,22.722567,,35,
德源花园,南山区,南山街道,南山区南园村南园楼,113.91389,22.520751,73,,
雅景苑,宝安区,沙井街道,沙井街道衙边社区,113.808272,22.745227,,31,
名仕国际,宝安区,新桥街道,深圳市宝安区新桥街道沙企社区,113.821876,22.709358,,34,
民鑫商贸大厦,光明区,光明街道,深圳市光明区光明街道白花社区白花大道左侧白花小学旁,113.990006,22.73797,,26,
后亭雅苑,宝安区,沙井街道,沙井街道后亭社区,113.818116,22.759003,,34,
蚝二学府花园,宝安区,沙井街道,深圳市宝安区沙井街道蚝二学府花园,113.790504,22.741782,,37,
下梅林综合市场楼,福田区,梅林街道,深圳市福田区下梅林裕林花园,114.036094,22.564651,55,,
倚湖居,坪山区,碧岭街道,深圳市坪山新区沙湖社区锦龙大道9号倚湖居管理处,114.323756,22.675988,,30,
平安阁,福田区,梅林街道,深圳市福田区梅林街道下梅社区,114.038776,22.564217,60,,
龙佳园,南山区,南山街道,南山区南光路与登良路交汇处,113.91748,22.515805,99,99,
深湾汇云中心一期,南山区,沙河街道,南山区沙河街道白石洲东深湾一路,113.963676,22.52704,,143,
中粮锦云花园（商务公寓）,宝安区,西乡街道,前进路与流塘路交汇处,113.882556,22.587186,,69,
后瑞华庭,宝安区,航城街道,后瑞华庭,113.831122,22.633304,,45,
京基滨河时代广场,福田区,沙头街道,下沙村,114.022112,22.530405,,171,
华嵘大厦,福田区,福田街道,深圳市福田区深南大道2001号,114.060815,22.541559,,165,
壹海公寓,盐田区,海山街道,深圳市盐田区海景二路,114.232976,22.556971,,93,
中通水岸,盐田区,梅沙街道,盐田区大梅沙彩陶路8号,114.301336,22.599645,,62,
壹海城2期玺湾,盐田区,海山街道,深圳市盐田区海景二路,114.233881,22.55449,,88,
新亚洲国利大厦,福田区,华强北街道,福田区华强北中航路18号,114.079813,22.54596,,133,
光彩新天地,南山区,南山街道,南山区南山大道2002号,113.919402,22.527519,,103,
盛唐商务大厦,福田区,沙头街道,广东省深圳市福田区沙头街道水松大厦,114.019249,22.532632,,131,
蓝郡公馆大厦,盐田区,沙头角街道,深圳市盐田区沙头角沙深路63号,114.221422,22.553203,,90,
沙利公馆,宝安区,新桥街道,深圳市宝安区沙井街道中心路106号,113.825054,22.733113,,40,
北头西苑,南山区,南山街道,深圳市南山区南山村,113.908042,22.520485,77,,
金花围小区,宝安区,松岗街道,深圳市宝安区松岗街道松岗社区沙江东路39号,113.839767,22.778623,,30,
凌霄花园小区,宝安区,福永街道,宝安区福永街道机场六道1026号,113.819864,22.651007,36,36,
泰莱雅苑,龙华区,福城街道,武馆居民小组52号305,114.037013,22.708902,,35,
共和和丰大厦,龙华区,龙华街道,梅龙大道1040号,114.035215,22.652514,,50,
黄金富苑,龙岗区,南湾街道,南湾街道南岭村社区,114.13877,22.612053,,41,
山海名苑,大鹏新区,南澳街道,深圳市大鹏新区南澳街道办上企沙山海名苑,114.484397,22.546256,,29,
澳新亚大厦,福田区,福田街道,福田区福田街道彩田路2030号,114.063673,22.534991,,122,
松河瑞园,宝安区,松岗街道,深圳市宝安区松岗街道溪头工业四路2号,113.826979,22.772144,,48,
前海枫叶大厦,南山区,南山街道,南山区常兴路以西，学府路以南,113.915754,22.529768,,137,
宝能城花园（东区）,南山区,桃源街道,深圳市南山区桃园街道留仙大道3318号,113.993215,22.593521,,118,
向南瑞峰花园（商务公寓）,南山区,南山街道,深圳市南山区桂庙路22号,113.921046,22.527772,,127,
瑞尚居（商务公寓）,宝安区,西乡街道,航城大道与固新路交汇处,113.846476,22.608355,,75,
嘉洲商务中心,宝安区,新安街道,深圳市新安街道广深公路与上川路交汇处东侧,113.887668,22.573398,,101,
华强广场,福田区,华强北街道,福田区振华路上海宾馆,114.080913,22.545871,,136,
魅力时代花园（商务公寓）,宝安区,西乡街道,宝安区西乡大道与新湖路交汇处,113.859199,22.5786,,91,
传麒景苑,福田区,莲花街道,深圳市福田区北环大道7005号,114.031577,22.561099,,154,
汉京金融中心,南山区,粤海街道,深圳市南山区深南大道9968号,113.931582,22.543547,,150,
城央公寓,大鹏新区,葵涌街道,深圳市大鹏新区葵涌街道葵新北路,114.416317,22.63607,,49,
华润城华润置地大厦（一期）,南山区,粤海街道,深南大道9668号,113.951569,22.545524,,210,
金城大第花园一期,光明区,光明街道,宝安区光明镇,113.938162,22.744429,,66,
尚峻花园一期,龙华区,大浪街道,(龙华区上塘)民塘路与建设路交汇处,114.007387,22.643525,,76,
领丽花园,宝安区,航城街道,航空路6号,113.850575,22.61455,,66,
宝新阁,宝安区,新安街道,李阁宝民路甲岸村66栋,113.886914,22.592551,,49,
芳庭苑,罗湖区,黄贝街道,罗湖区罗沙路,114.145534,22.55435,,67,
安托山花园二期,福田区,香蜜湖街道,(福田区竹子林)安托山六路与侨香五道交汇处,114.002221,22.554054,,180,
安托山花园一期,福田区,香蜜湖街道,(福田区竹子林)安托山六路与侨香五道交汇处,114.0029,22.553775,,180,
文星阁,罗湖区,南湖街道,春风路文星小区(向西路以北),114.122491,22.543152,103,,
嘉宝田花园二期,罗湖区,笋岗街道,罗湖区笋岗片区笋岗东路2008号,114.105488,22.56128,,96,
中森公园华府,龙华区,观湖街道,观湖街道坂澜大道与新樟路交汇处,114.083223,22.694967,,52,
鹿丹铁路新村,罗湖区,桂园街道,罗湖区桂园片区滨河路1001号,114.104158,22.537182,69,,
慢城一期,龙岗区,布吉街道,龙岗石芽岭公园附近，布吉生态新区内,114.12377,22.626409,49,50,
红花雅筑,南山区,南头街道,南山区南新路与红花路交汇处附近,113.913608,22.541777,,130,
大新时代大厦,南山区,南山街道,南山区学府路265号,113.906659,22.530715,,126,
新天地世纪商务中心,福田区,福保街道,深圳市福田区石厦北二街,114.047971,22.523634,,123,
盛迪嘉光明壹号花园（商务公寓）,光明区,凤凰街道,光明高新西区科发路西侧、十七号路南侧,113.923705,22.739444,,49,
盛华公司住宅楼(东门),罗湖区,东门街道,罗湖区翠竹片区水贝一路水田一街196号,114.118203,22.547349,69,,
前海铂寓,宝安区,西乡街道,大铲湾港区,113.857263,22.558009,,70,
泛海城市广场,南山区,南山街道,南山区前海路70号,113.887832,22.497105,,114,
六和商业广场一期（商务公寓）,坪山区,坪山街道,坪山新区坪山街道深汕路与东纵路交汇处深汕路168号,114.333763,22.695478,,52,
万骏汇商务公寓,宝安区,西乡街道,宝安区西乡街道广深公路西侧,113.871664,22.586373,,70,
海岸时代公寓,南山区,南头街道,深圳市深南大道12069号,113.910719,22.543771,,93,
宏发嘉域花园,光明区,马田街道,深圳市光明区马田街道,113.872699,22.784807,,53,
水湾壹玖柒玖广场（二期）,南山区,招商街道,南山区蛇口荔园路8号,113.914181,22.492069,,140,
汉国城市商业中心,福田区,福田街道,深圳市福田区深南中路3031号,114.075094,22.542076,,150,
松茂御龙雅苑,宝安区,西乡街道,西乡街道银田路与宝怡路交汇处,113.848879,22.576524,,97,
明珠花园,大鹏新区,葵涌街道,石场村,114.408371,22.638939,27,,
光前大厦,南山区,桃源街道,龙井路光前村,113.958952,22.565291,65,,
荔景家园,南山区,桃源街道,南山区龙井路荔景家园,113.959844,22.564997,67,,
九紫东景,光明区,公明街道,深圳市光明区公明街道上村社区,113.898587,22.789909,,36,
金沙名都,宝安区,沙井街道,深圳市宝安区沙井街道沙头社区金沙一路25号,113.796223,22.722141,,34,
山海苑,大鹏新区,大鹏街道,中山路83号下沙新村山海苑,114.479158,22.59847,,30,
融域名城小区,光明区,凤凰街道,深圳市光明区凤凰街道办塘家社区塘家北路,113.928541,22.738089,,40,
元径村统建楼,宝安区,石岩街道,深圳市宝安区石岩街道田心大道元径村,113.935589,22.688661,32,,
轩苑居,光明区,公明街道,公明街道上村社区民生路73号,113.904664,22.784099,,34,
麒麟名都,宝安区,新桥街道,深圳市宝安区新桥街道沙企社区宝安大道8232号,113.820838,22.73678,,42,
星耀名城,宝安区,石岩街道,深圳市宝安区石岩街道径贝村松白路348号,113.915962,22.695188,,31,
久商大厦,南山区,南头街道,深圳市南山区南山大道3003号,113.917267,22.54499,,69,
冼屋大楼,龙华区,福城街道,悦兴路与龙观快速交汇处东南侧,114.02199,22.71268,,35,
港信达横岗大厦,龙岗区,横岗街道,深圳市龙岗区横岗街道龙岗大道5008号,114.203045,22.649309,,60,
深业泰然观澜玫瑰轩,龙华区,观湖街道,深圳市龙华区观澜大道396号,114.052928,22.719608,,57,
荣德时代广场,龙岗区,横岗街道,深圳市龙岗区横岗街道保康路与横华路交汇口,114.204906,22.653837,,65,
华商时代公寓,罗湖区,笋岗街道,深圳市罗湖区笋岗街道北站社区北站路3号,114.111128,22.560689,,94,
湖溪大厦,罗湖区,东门街道,深圳市罗湖区湖贝路2183号湖溪大厦,114.118316,22.547713,,99,
新世界大厦,罗湖区,东门街道,深圳市罗湖区东门中路与兴湖路交叉口,114.118703,22.552619,,102,
罗湖金岸,罗湖区,南湖街道,深圳市罗湖区南湖街道沿河南路1070号,114.118508,22.536954,,85,
金地凯旋广场,龙岗区,龙岗街道,深圳市龙岗区龙岗大道与龙城南路交汇处西南侧,114.247553,22.713991,,53,
荣德国际雨馨公寓,龙岗区,横岗街道,龙岗区横岗街道保康路与横华路交汇口,114.203869,22.654436,,59,
启迪协信科技园,龙岗区,龙城街道,深圳龙岗区龙城街道青春路启迪协信科技园,114.202074,22.70016,,57,
佳华领域广场,龙华区,观湖街道,龙华区观湖街道观澜大道386号,114.051723,22.716746,,66,
维雅德大厦,龙华区,龙华街道,深圳市龙华区龙华街道龙华广场3路西侧，星河ico北侧,114.033795,22.66022,,71,
星河智荟花园（商务公寓）,龙岗区,园山街道,深圳市龙岗区龙岗大道与横坪路交汇处东北侧星河智荟,114.216095,22.666357,,53,
大族河山花园一期（商务公寓）,龙岗区,南湾街道,深圳市龙岗区南湾街道沙塘布社区,114.152229,22.615463,,61,
坑尾新村统建楼,宝安区,石岩街道,深圳市宝安区石岩街道坑尾村坑尾大道38号,113.933864,22.6954,31,,
固戍综合楼,宝安区,西乡街道,深圳市宝安区西乡街道固戍一路885号,113.839572,22.594395,,45,
和悦苑,宝安区,沙井街道,锦程路1012号,113.782026,22.714334,,31,
铁岗大厦,宝安区,西乡街道,深圳市宝安区西乡街道铁岗社区铁岗大厦,113.882802,22.603304,,41,
祝龙田人才公寓,宝安区,石岩街道,深圳市宝安区石岩街道石龙社区石环路三号,113.964271,22.7098,,32,
金达豪花园,龙岗区,南湾街道,深圳市龙岗区南湾街道上李朗社区,114.111406,22.658324,,44,
元芬金园大厦,龙华区,大浪街道,深圳市龙华区大浪街道陶元社区龙峰三路,113.994877,22.657476,,39,
统建街旁统建楼,龙岗区,平湖街道,新村路77、79号,114.128287,22.697354,32,,
汇龙公馆,龙华区,福城街道,志扬路9号,114.011322,22.746295,,35,
三联统建楼,龙华区,龙华街道,龙观路387号三联统建楼,114.01914,22.66678,35,,
新翠雅苑,龙岗区,龙岗街道,深圳市龙岗区坪西路135号新翠雅苑,114.272953,22.755443,,32,
杨美统建楼,龙岗区,坂田街道,金竹16巷4-5号统建楼,114.073561,22.632888,,33,
木棉湾统建楼,龙岗区,布吉街道,统建楼西南一,114.127071,22.605964,48,,
港丰大厦,罗湖区,东门街道,深圳市罗湖区湖贝路2163号,114.117485,22.547654,,106,
赛格新城,龙岗区,吉华街道,深圳市龙岗区布吉街道三联社区物流园,114.109431,22.623756,,74,
华业玫瑰郡（商务公寓）,龙岗区,龙城街道,龙岗区龙岗中心城吉祥中路与龙平西路交汇处683号,114.232367,22.734662,,53,
幸福城商业大厦,龙华区,龙华街道,龙华区和平东路幸福城商业大厦,114.031307,22.665133,,84,
东城中心花园二期（商务公寓）,龙岗区,横岗街道,深圳市龙岗区横岗街道龙岗大道横岗段2999号,114.179586,22.639468,,65,
信义莉景御苑,龙岗区,布吉街道,深圳市龙岗区布吉街道翔鸽路36号,114.127251,22.595442,,88,
红山六九七九一期,龙华区,民治街道,龙华区民治街道办事处辖区,114.02018,22.62488,,103,
万科天誉中央广场,龙岗区,龙城街道,深圳市龙岗区龙城街道道德政路7188号,114.23894,22.717129,,43,
和平里花园一期（商务公寓）,龙华区,大浪街道,深圳市龙华和平西路与布龙路交汇处西南面,114.007632,22.646174,,86,
星河传奇花园三期,龙华区,民治街道,民塘路与上塘路交汇处,114.014138,22.633559,,88,
金基吉祥广场,龙岗区,龙城街道,深圳市龙岗区龙城街道中心城吉祥中路221号,114.232446,22.72159,,62,
银湖蓝山,罗湖区,清水河街道,深圳市罗湖区清水河街道银湖社区,114.077926,22.573239,,105,
弘雅花园四期雅兰亭,宝安区,新安街道,宝安区新安街道上川路7号,113.887343,22.575722,69,64,
东升街一巷,罗湖区,东门街道,东升街一巷6号,114.120515,22.555808,49,,
碧湖豪苑,龙岗区,龙城街道,龙岗区龙岗龙岗中心城清林中路,114.234538,22.725834,,36,
天福华府B区,宝安区,航城街道,宝安西乡107国道黄田三围段,113.834647,22.637889,,58,
博林天瑞花园二期,南山区,桃源街道,留仙大道和平山一路交汇处,113.968632,22.586926,,97,
清涛阁,盐田区,梅沙街道,环碧路128号,114.293753,22.602135,,52,
银领公馆,龙岗区,南湾街道,布澜路西，和谐家园东，东西干道与龙岗大道之间,114.135648,22.622803,,66,
鸿荣源·壹成中心九区,龙华区,龙华街道,人民北路220号,114.022962,22.651674,,68,
园西,福田区,南园街道,福田区深南大道与华强南路交汇处东南侧,114.086417,22.541329,84,,
红树别院,南山区,粤海街道,沙河西路西,113.952156,22.549529,,135,
招商东岸家园（商品住房）,大鹏新区,葵涌街道,深圳市大鹏新区葵涌街道葵新北路80号,114.414452,22.637542,,36,
景华嶺莑,龙岗区,吉华街道,龙岗区布吉街道水径社区吉华路中段西侧,114.105846,22.614635,,62,
海心汇福园（商务公寓）,龙岗区,吉华街道,龙岗区布吉街道吉华路266号,114.105703,22.620582,,71,
远洋新干线晶钻广场,龙岗区,龙岗街道,龙岗区龙岗大道龙段4070号,114.256452,22.721654,,53,
华盛珑悦花园（商务公寓）,龙华区,龙华街道,东环一路与八一路交汇处,114.026014,22.652706,,91,
深南阳光大厦,罗湖区,南湖街道,深圳市罗湖区新安路59号,114.123399,22.545447,,128,
恒大城市之光,龙岗区,龙城街道,恒大城市之光大厦,114.2311,22.700641,,59,
汇德大厦,龙华区,民治街道,深圳市龙华区民治街道民塘路385号,114.025959,22.615664,,103,
"东城中心花园三期-A区
（商务公寓）",龙岗区,横岗街道,龙岗区横岗街道龙岗大道北面埔厦路西侧,114.179174,22.641133,,65,
港信达银信广场（商务公寓）,龙岗区,横岗街道,深圳市龙岗区横岗街道龙岗大道5008号,114.204126,22.648113,,64,
琳珠华庭（商务公寓）,龙岗区,龙城街道,龙岗区龙城街道爱联社区怡翠路与余岭路交汇处,114.230131,22.707002,,57,
京基一百,罗湖区,桂园街道,深圳市罗湖区深南东路5016号,114.101771,22.546584,,100,
中粮祥云（商务公寓）,龙岗区,龙城街道,龙岗大道与如意路交汇处中粮祥云广场,114.226912,22.697743,,58,
正中时代广场,龙岗区,龙城街道,龙城大道99号,114.246404,22.73061,,50,
碧桂园荣汇府,龙岗区,坂田街道,布吉镇坂田长坑地段,114.067085,22.626927,,83,
财富公馆,宝安区,新桥街道,万丰大钟岗路7-9号,113.822521,22.711074,,34,
碧头花园,宝安区,松岗街道,深圳市宝安区松岗街道碧头社区碧头花园,113.807901,22.783864,,28,
鸿景花园二期,宝安区,石岩街道,石环路216号,113.936034,22.696962,,33,
盛芳园,宝安区,沙井街道,宝安区沙井街道壆岗社区将军路和蚝乡路交汇处,113.811179,22.739913,,30,
景城花园,宝安区,新桥街道,深圳市宝安区新桥街道中心路156号,113.828945,22.744293,36,28,
芙景豪庭,宝安区,新桥街道,洋下大道98号,113.83584,22.74066,,32,
佳裕广场,宝安区,松岗街道,佳裕广场,113.822307,22.772621,,37,
馨庭苑,宝安区,石岩街道,罗租社区,113.931825,22.674945,,36,
骏凯豪庭,宝安区,沙井街道,广东省深圳市宝安区沙井大王山同富路,113.801878,22.7194,,35,
郑屋围花园,宝安区,石岩街道,深圳市宝安区石岩街道官田社区,113.936594,22.685409,,31,
荣德国际雨辰公寓,龙岗区,横岗街道,龙岗区横岗街道保康路与横华路交汇口,114.203799,22.652779,,59,
东部英郡假日广场,龙岗区,南湾街道,深圳市龙岗区南湾街道丹竹头社区东部英郡假日广场,114.145118,22.621234,,66,
湾涛时代公馆,龙岗区,布吉街道,湾涛时代公馆,114.098991,22.601963,,75,
地铁远为大厦,罗湖区,东门街道,罗湖区建设局3018号,114.111008,22.547264,,106,
启迪协信商务公寓,龙岗区,龙城街道,深圳市龙岗区飞扬路66号,114.204085,22.700392,,52,
万菱公寓彩云轩,宝安区,西乡街道,宝安区广深公路西乡段459号,113.862821,22.600446,,70,
懿德轩,南山区,沙河街道,深圳市南山区侨香路4068号智慧广场,113.978888,22.551776,250,250,
御景翠峰小区,盐田区,沙头角街道,深圳市盐田区沙头角梧桐山隧道口,114.215819,22.556456,,80,
深城投中城花园一期（商务公寓）,坪山区,坪山街道,深圳市坪山区六和社区深汕路123号,114.338769,22.697117,,65,
阳光粤海花园一期（商务公寓）,南山区,粤海街道,深圳大学粤海校区东北角,113.936047,22.536275,,144,
京基御景峯（商务公寓）,南山区,桃源街道,深圳市南山区桃源街道长源社区长源京基御景峯公馆,114.008092,22.600817,,85,
富金苑,龙华区,福城街道,广东省深圳市龙华区福城街道大水坑社区大三村,114.006984,22.727749,38,,
雅庭苑,宝安区,航城街道,宝安大道5001号,113.836724,22.612873,,50,
大唐时代公寓,龙华区,龙华街道,龙华区龙华街道和平东路港之龙科技园,114.036526,22.667948,,49,
深业御园,坪山区,坑梓街道,工业区坑梓镇,114.393677,22.742539,,34,
东部华侨城天麓三区,盐田区,盐田街道,盐田区大梅沙东部华侨城内,114.284192,22.61741,,,136
绅宝花园,福田区,梅林街道,福田区梅华路2号,114.055777,22.568492,,71,
瀚海东岸家园,盐田区,沙头角街道,盐田区官下路63号,114.227065,22.553959,,62,
桂木园小区,罗湖区,桂园街道,罗湖区桂园路与解放路交汇处东北侧,114.108372,22.549086,65,,
美景花园,罗湖区,笋岗街道,文锦北路1155号,114.117122,22.567778,,69,
联投东方华府二期（商品住房）,宝安区,松岗街道,宝 安区东方大道与埔边南街交汇处,113.851257,22.764866,,50,
洪湖二街10号大院,罗湖区,笋岗街道,罗湖区笋岗片区文锦北路洪湖二街10号,114.116419,22.565077,71,,
鹿鸣园,罗湖区,东晓街道,罗湖区翠竹北路32号,114.123968,22.577893,,70,
满京华云著花园二期,宝安区,松岗街道,中心北区，107国道与松福大道交汇处,113.827721,22.787243,,47,
淘金山湖景花园二期,罗湖区,东湖街道,布心二线关外,114.137624,22.59042,,109,167
天鹅湖花园（二期）,南山区,沙河街道,(南山区华侨城)侨香路天鹅湖花园二期,113.980012,22.548748,,126,
天玑公馆,龙华区,龙华街道,龙观东路45号,114.034596,22.67822,,57,
东关·乐尚林居,南山区,南头街道,中山园路58号同乐村西南侧,113.916186,22.569157,,94,
六和商业广场一期（商品住房）,坪山区,坪山街道,深圳市坪山新区深汕路168号,114.333771,22.695466,,46,
天汇时代花园一期,光明区,马田街道,光明新区松白路与长春路交汇处,113.890978,22.775719,,51,
中润大厦,南山区,南山街道,南山区南油大道与学府路交汇处南侧,113.923677,22.529229,,115,
西岭花园,罗湖区,黄贝街道,罗湖区延芳路600号,114.150566,22.554423,50,,
沙头角海关小区,盐田区,沙头角街道,盐田区园林路与沙深路交汇处南侧,114.219034,22.555829,59,,
洪湖东岸家园,罗湖区,翠竹街道,罗湖区翠竹片区文锦北路2088号,114.118329,22.5716,,85,
鸿荣源禧园,宝安区,新桥街道,宝安区坣岗片区宝安大道与新沙路交汇处,113.821173,22.73434,,48,
半山海花园,大鹏新区,葵涌街道,(大鹏新区大鹏半岛)大鹏新区葵涌办事处土洋社区,114.408776,22.617702,,45,45
新屋吓培峰苑,罗湖区,东晓街道,金稻田路与禾坑路交汇处,114.1205,22.590618,,87,
灏景明苑一期,龙岗区,布吉街道,龙岗区中心区4号,114.126296,22.611984,,56,
海外装饰大厦,福田区,华强北街道,福田区振华路122号,114.077085,22.547567,81,,
梅林三村,福田区,梅林街道,福田区梅林路127号,114.047738,22.570563,,74,
梅丰花园,福田区,梅林街道,福田区下梅林梅华路238-88号,114.034063,22.565936,55,,
民盛花园,光明区,光明街道,深圳市光明区光明街道白花社区白花社区服务中心综合办公大楼附近,113.985975,22.742214,,26,
滨海雅苑,大鹏新区,葵涌街道,延安路7号,114.426209,22.634546,,28,
一甲海边新村（统建楼）,南山区,南头街道,南山区南头街道一甲海边新村,113.910576,22.541692,72,,
上善居,宝安区,沙井街道,深圳市宝安区沙井街道北环路上善居,113.801035,22.750248,,32,
和盛花园,宝安区,新桥街道,深圳市宝安区新桥街道黄埔社区黄埔南路,113.840191,22.717135,,28,
中泰国际,宝安区,新桥街道,深圳市宝安区新桥街道南环路中泰国际,113.822619,22.714186,,33,
新屋统建楼,坪山区,龙田街道,坪山区龙田街道龙田社区新屋村,114.353861,22.761323,,27,
民德居,宝安区,石岩街道,石岩街道罗租老村十三区39号,113.929736,22.677809,,34,
羊台山壹号,宝安区,石岩街道,石岩街道黎光村众兴路羊台山壹号,113.941413,22.678186,,36,
梓兴花园,坪山区,坑梓街道,深圳市坪山区坑梓街道光祖南路梓兴花园,114.367158,22.7392,,27,
东山得宝楼,宝安区,西乡街道,深圳市宝安区西乡街道固戍一路89号,113.856961,22.603147,,47,
红荔村住宅区,福田区,华强北街道,福田区华发北路与振兴路交汇处东侧,114.085111,22.550255,96,,
怡景花园-荷花村,罗湖区,黄贝街道,罗湖区怡景路2003号,114.131559,22.555174,76,,
海云轩,宝安区,新安街道,宝安区宝安大道与创业一路交汇处东南侧,113.88902,22.560842,,65,
兴华花园(宝安),宝安区,西乡街道,宝安区共乐路与新城大道交汇处东南侧,113.860219,22.582969,49,,
新天地名居,罗湖区,黄贝街道,罗湖区文华片区北斗路9号,114.128999,22.547075,,103,
桃源居十三区,宝安区,西乡街道,宝安区桃源居五路与汇江二路交汇处西北侧,113.861546,22.619525,48,53,
华富小区,龙华区,龙华街道,宝安区和平西路与人民北路交汇处西南侧,114.01902,22.653845,42,,
泥岗铁路小区,罗湖区,笋岗街道,罗湖区笋岗片区泥岗东路1019号,114.111125,22.57532,63,,
佳华书苑雅阁,宝安区,新安街道,宝安区洪浪北路与大宝路交汇处南侧,113.91264,22.576619,,96,
彩世界家园,罗湖区,东湖街道,罗湖区太白路与东湖路交汇处东北侧,114.13793,22.581322,,73,
新利苑,龙岗区,布吉街道,龙岗区布龙路31号,114.121133,22.615538,43,,
