districtname,zoneName,communityName,communityId,multiRent,highRent,lowRent
罗湖区,黄贝街道,锦缘里嘉园,1806,,108,
福田区,沙头街道,福宇轩,2517,,80,
罗湖区,东晓街道,太阳新城,1456,99,79,
罗湖区,黄贝街道,建筑设计院住宅楼(罗湖),1856,72,,
南山区,南山街道,美丽湾商住楼,3827,,119,
坪山区,坪山街道,万科金域缇香花园一期,2155,,43,
光明区,光明街道,深房传麒山西区,4270,,56,
南山区,蛇口街道,建行综合楼,4047,75,,
龙华区,龙华街道,金侨花园,1593,43,,
龙华区,大浪街道,桂冠华庭,1396,52,46,
龙岗区,布吉街道,友联花园,1397,49,,
南山区,南头街道,南山统建商住楼,3363,85,,
南山区,南头街道,关口村人民医院住宅楼,3374,69,,
罗湖区,莲塘街道,莲通楼,862,42,,
福田区,福保街道,信托花园,2136,87,95,
龙岗区,龙城街道,美利达新村,863,38,,
龙岗区,园山街道,水晶之城一期,865,41,,48
龙华区,龙华街道,龙股商住楼,1676,49,,
罗湖区,南湖街道,国晖大厦,921,,78,
福田区,沙头街道,蜜园,2790,,105,
南山区,招商街道,海月花园三期,3852,,105,
宝安区,新安街道,安华公司住宅楼,2329,54,,
福田区,福田街道,海悦华城,4267,,86,
南山区,桃源街道,桑泰丹华园三期,3853,,83,
福田区,福保街道,明月花园,2507,89,80,
南山区,南山街道,华昌大厦,3682,73,,
南山区,南山街道,丰泽园,3342,76,,
南山区,粤海街道,浪琴半岛花园,3343,,237,
罗湖区,翠竹街道,沁芳名苑,1513,,93,
福田区,福保街道,众孚新村,2137,88,,
南山区,粤海街道,龙城花园大厦,3415,,91,
宝安区,新安街道,汇宝苑,2138,55,,
福田区,福田街道,建行宿舍楼(福田),2431,81,,
福田区,福田街道,运输局住宅楼,2173,79,,
南山区,南山街道,金晖大厦,3375,,101,
南山区,粤海街道,滨福世纪广场,3376,138,,
坪山区,坪山街道,万科金域缇香花园二期,3722,,43,
龙华区,民治街道,中航天逸花园,1417,,81,
龙华区,龙华街道,幸福城润园三期,1418,,74,
宝安区,西乡街道,名城花园,2176,56,,
龙岗区,吉华街道,金域中央花园一期,971,,65,
龙华区,龙华街道,龙腾阁(龙华),1169,58,,
福田区,香蜜湖街道,温馨家园,2175,,109,
罗湖区,南湖街道,河东苑,1416,79,,
龙岗区,南湾街道,黄金苑,1168,52,,
罗湖区,东湖街道,金泰名苑,1487,,67,
福田区,华强北街道,桑达雅苑,2791,,100,
南山区,招商街道,海琴苑,3358,105,,
罗湖区,南湖街道,流花医院宿舍楼,1648,65,,
光明区,马田街道,天汇时代花园二期,3833,,52,
龙华区,民治街道,深国际万科和雅轩,1165,,68,
南山区,南山街道,向南瑞峰花园（商品住房）,3359,,124,
盐田区,沙头角街道,公安园林路住宅楼,2923,45,,
福田区,莲花街道,景田北,3334,90,,
福田区,福田街道,皇岗花园大厦,2499,,85,
罗湖区,笋岗街道,华垦宿舍,1180,61,,
宝安区,新安街道,富通苑,2792,,62,
南山区,南头街道,云栖西岸阁,3357,,111,
宝安区,新安街道,都市翠海华苑,4147,,101,
龙岗区,龙城街道,紫薇花园西区,842,34,,
福田区,福田街道,彩福大厦,3393,,93,
南山区,沙河街道,中信红树湾花城,4179,146,148,
龙岗区,布吉街道,怡康家园,1892,,65,
南山区,招商街道,玫瑰园小区,3854,83,,
光明区,公明街道,"福盈中央山花园北区
（商品住房）",2500,,48,
南山区,蛇口街道,南玻花园,3350,64,,
南山区,南山街道,向南西海花园,3344,,82,
福田区,梅林街道,福兴花园二期,3428,,82,
福田区,沙头街道,国都高尔夫一期,2527,,92,
南山区,南山街道,金田花园,3340,80,,
龙岗区,坂田街道,和成世纪名园,1512,,69,
南山区,南山街道,前海明珠,3341,,101,
盐田区,盐田街道,裕宏园,2953,59,,
盐田区,沙头角街道,园林综合楼(盐田),2954,58,,
宝安区,新安街道,登科花园,1978,62,59,
南山区,蛇口街道,宏宝花园,3830,90,,
罗湖区,清水河街道,道路公司住宅,1369,54,,
南山区,南山街道,海王花园,3271,60,,
南山区,粤海街道,信和自由广场,3876,,100,
福田区,莲花街道,馨庭苑一期,2552,89,,
南山区,南头街道,缤纷年华家园,3822,,102,
宝安区,新安街道,华翔居,2931,55,,
大鹏新区,大鹏街道,璞岸花园二期,2154,,48,
福田区,莲花街道,中银花园,2051,,84,
宝安区,石岩街道,农艺大厦,2122,26,,
盐田区,盐田街道,金水湾御园,2973,,60,
龙岗区,龙城街道,新鸿进花园,1693,38,,
南山区,招商街道,翠谷居,3751,,110,
南山区,南山街道,荔园大厦,3575,,84,
南山区,招商街道,蓝月湾畔,3752,,104,
南山区,沙河街道,世纪村,3330,,112,
罗湖区,黄贝街道,海富花园,1370,,72,
福田区,福田街道,知本大厦,2868,,105,
宝安区,福永街道,永利大厦,4072,,43,
福田区,福保街道,高发住宅楼,2548,90,,
福田区,香蜜湖街道,香山美树苑,3227,,108,
盐田区,海山街道,海天明月居,3594,,50,
福田区,南园街道,长虹楼,2553,80,,
福田区,南园街道,乐安苑,2425,86,,
福田区,莲花街道,城投青莲公寓,2668,,120,
罗湖区,莲塘街道,华景园别墅南区,908,,,115
龙岗区,平湖街道,平湖满庭芳,1747,36,34,
龙华区,龙华街道,金玲花园,1573,48,,
大鹏新区,大鹏街道,滨海阳光园,2599,,48,
龙岗区,南湾街道,文峰华庭,1258,,56,
南山区,沙河街道,香山里花园三期,3245,,138,
罗湖区,莲塘街道,景福花园一期,907,46,,
福田区,福保街道,博伦花园,2050,,80,
宝安区,新安街道,裕安楼,2935,52,,
宝安区,西乡街道,华海雅苑,2936,,79,
宝安区,新安街道,宝乐花园,2513,59,,
宝安区,西乡街道,同富住宅楼,2514,42,,
福田区,华富街道,紫玉花园,2515,,89,
罗湖区,清水河街道,金碧苑,3990,67,61,157
福田区,香蜜湖街道,瀚盛花园,2059,,108,
龙岗区,龙城街道,阅山公馆,838,,49,
福田区,梅林街道,上梅林综合楼,2724,72,,
南山区,南头街道,方鼎华庭,3692,,96,
罗湖区,东门街道,黎明大院,1408,69,,
南山区,蛇口街道,海湾广场,3354,,84,
福田区,华强北街道,汽车大院,3547,89,,
福田区,莲花街道,俊景豪园,3511,,90,
南山区,南山街道,心语家园,3693,,103,
龙岗区,龙城街道,睿智华庭,905,,49,
宝安区,西乡街道,中熙香缤山花园,3999,,68,
宝安区,新安街道,广信花园,1980,70,64,
南山区,蛇口街道,港湾花园,3772,98,93,
福田区,南园街道,御河堤花园,2131,,122,
龙岗区,坂田街道,第五园二期,1510,,65,70
罗湖区,东晓街道,东兴大院,1672,63,,
龙岗区,园山街道,横岗花半里雅筑,896,,48,
龙岗区,园山街道,荷康花园,1341,,54,
盐田区,盐田街道,天利明园,2971,,53,
罗湖区,东湖街道,宝湖名园,4135,,64,
福田区,福保街道,祥韵苑,2797,,97,
南山区,沙河街道,世界花园米兰居,3773,84,,
龙岗区,南湾街道,南景豪庭,1925,,61,
罗湖区,黄贝街道,亚百利商住楼,3964,62,,
罗湖区,笋岗街道,裕华小区,4123,60,,
龙华区,民治街道,阳光新境园,1853,,63,
盐田区,盐田街道,沙岗圩20号商住楼,3493,52,,
罗湖区,黄贝街道,东方都会大厦,1854,,101,
罗湖区,莲塘街道,萃峰阁,1104,,44,
龙岗区,龙城街道,碧湖康馨园,909,34,,
南山区,招商街道,鸣溪谷,3355,,118,
福田区,华强北街道,航苑大厦,2052,,105,
罗湖区,清水河街道,清水河二路5号,1393,48,,
罗湖区,笋岗街道,时尚新居,1922,,90,
罗湖区,翠竹街道,贝丽花园,1923,72,,
龙华区,龙华街道,江南华府,1571,,50,
福田区,福保街道,南光名仕苑,2549,,88,
福田区,沙头街道,新洲苑,3736,,74,
福田区,华强北街道,阁林网苑,2550,,104,
南山区,南头街道,物资公司住宅楼(南山),1674,74,,
龙岗区,布吉街道,茂宝大厦,1230,,42,
龙岗区,平湖街道,联发商厦,1703,,30,
南山区,粤海街道,莱英花园,4163,81,,
宝安区,西乡街道,槟城西岸华庭,2669,,85,
福田区,园岭街道,计生中心综合楼,2219,78,,
大鹏新区,南澳街道,南澳湾花园,3277,35,,
宝安区,沙井街道,万科翡悦郡园,4039,,51,
福田区,沙头街道,新沙中学宿舍,4261,72,,
南山区,桃源街道,学城绿园,4065,66,,
罗湖区,翠竹街道,深华丽园,1847,,79,
福田区,莲花街道,宝莲大厦,3502,,73,
南山区,沙河街道,纯水岸十一期,3047,,,305
龙岗区,龙岗街道,承翰陶源花园,904,,37,
福田区,福田街道,国皇大厦,2123,,78,
盐田区,沙头角街道,蓝田壹站华苑,2974,,78,
福田区,福田街道,皇岗星河华居,2124,,91,
南山区,蛇口街道,科力综合楼,3364,85,,
罗湖区,东门街道,翠湖小区,1803,64,,
罗湖区,东门街道,缤纷时代家园,1804,,97,
龙岗区,南湾街道,桂芳园四期,1371,,59,
南山区,沙河街道,纯水岸十四期,3529,,223,
罗湖区,南湖街道,庐山花园,3991,,81,
龙岗区,龙城街道,鸿基花园二期,4218,35,39,
罗湖区,笋岗街道,虹桥星座大厦,1746,,104,
福田区,福保街道,福源花园三期,2670,,85,
福田区,福田街道,兰亭居,2671,82,,
罗湖区,笋岗街道,源兴居,1748,,82,
罗湖区,清水河街道,东翠花园,1749,56,,
南山区,沙河街道,香山里花园一期,3246,,105,
福田区,福田街道,嘉汇新城,3998,,106,
福田区,华富街道,宏安苑,2327,,90,
南山区,南头街道,艺华花园,3170,90,,
宝安区,福永街道,经发楼,3214,,27,
福田区,沙头街道,宝鸿苑,2033,,87,
南山区,西丽街道,天悦湾花园,3823,,104,
龙华区,龙华街道,幸福城润园一期,1855,,67,
龙华区,民治街道,滢水山庄二区,1578,57,,
福田区,沙头街道,红树家邻名苑,1981,111,120,
罗湖区,莲塘街道,富达花园,910,57,,
罗湖区,翠竹街道,中南大院(中南公司小区),4248,69,,
南山区,粤海街道,碧海天家园,2014,,99,
福田区,沙头街道,朗晴馨洲,2798,,97,
南山区,粤海街道,城市山谷花园,3774,,112,171
南山区,蛇口街道,南苑小区,4095,74,,
罗湖区,东晓街道,东晓花园,1750,59,,
福田区,福保街道,众孚大厦,2799,,83,
光明区,马田街道,宏发嘉域花园二期,2168,,49,
龙岗区,坂田街道,月朗苑,1808,,60,
福田区,园岭街道,鹏益花园,2800,,83,
罗湖区,东门街道,一品东门雅园,4122,,107,
福田区,香蜜湖街道,香雅园,2063,,120,
罗湖区,莲塘街道,鹿茵翠地,912,53,65,
龙岗区,布吉街道,百合山庄,1784,57,56,
福田区,梅林街道,凯丰花园二期,2064,,104,
南山区,蛇口街道,曙光花园,3247,77,,
宝安区,西乡街道,鸿隆广场,1982,,87,
南山区,蛇口街道,太古城花园北区,3248,,164,
罗湖区,黄贝街道,深发花园,1807,,75,
南山区,南头街道,水产综合楼,2988,73,,
龙华区,龙华街道,花园新村,1924,45,,
福田区,沙头街道,福瑞阁,3733,,83,
福田区,福田街道,福田住宅楼,3816,84,,
福田区,华强北街道,桑达南区,2806,87,,
福田区,南园街道,沙浦头康乐中心,3148,82,,
福田区,沙头街道,元盛兴苑,1979,73,,
宝安区,新安街道,金成时代家园,2121,,79,
福田区,莲花街道,深业花园,3512,,118,
福田区,香蜜湖街道,竹盛花园二期,2932,,96,
福田区,华富街道,园林小区,2933,76,,
福田区,华富街道,莲花一村,3425,88,90,
罗湖区,莲塘街道,聚宝花园,1624,55,56,
福田区,莲花街道,香蜜湖唯珍府,4026,,99,184
宝安区,新安街道,易达大厦,2551,,82,
宝安区,西乡街道,嘉华花园东区,3391,49,,
罗湖区,黄贝街道,华裕花园,1372,,73,
罗湖区,桂园街道,宝泉庄,1373,,74,
坪山区,坑梓街道,丹梓龙庭,3275,,31,
福田区,莲花街道,长景阁,2021,,70,
福田区,福田街道,润恒大厦,4005,,112,
罗湖区,莲塘街道,鹏兴花园三期,906,,73,
罗湖区,南湖街道,宏丰大厦,1374,,78,
南山区,粤海街道,漾日湾畔,3353,,116,
盐田区,盐田街道,和亨中心广场,2952,,59,
福田区,莲花街道,侨福大厦,3483,,112,
龙华区,大浪街道,和平里花园二期,1360,,67,
龙岗区,南湾街道,中城康桥花园一期,1662,49,46,
罗湖区,莲塘街道,梧桐山新居二期,913,,76,
福田区,沙头街道,绿景花园二期,2125,,104,
宝安区,新安街道,花样年花郡家园,2126,,118,
福田区,莲花街道,香蜜三村,3513,,82,
福田区,沙头街道,全海花园,3609,,86,
龙岗区,龙城街道,欧景城华庭南区,894,,35,
宝安区,福永街道,万科金色领域花园一期,575,,54,
福田区,福保街道,星座大厦,2060,,121,
龙岗区,龙城街道,雅庭名苑,911,36,,
宝安区,新安街道,高发西岸花园,2061,,82,
罗湖区,桂园街道,岭南石化住宅楼,1237,70,,
盐田区,海山街道,碧海蓝天明苑,3617,,61,
福田区,福保街道,绿洲丰和家园,2651,,117,
福田区,沙头街道,华海小区,2749,67,,
福田区,福田街道,庆典大厦,2801,,93,
罗湖区,莲塘街道,仙湖明居,839,,73,
福田区,香蜜湖街道,香榭里紫园,2802,,120,
罗湖区,清水河街道,宝明苑,4253,56,,
福田区,南园街道,赤尾村,3759,64,,
福田区,福田街道,防疫站住宅楼,2303,86,,
宝安区,福永街道,星航华府一期,3839,,60,
罗湖区,南湖街道,德兴大厦,1381,,109,
盐田区,盐田街道,深大书香文苑,4159,,47,
福田区,福田街道,天泽花园,2505,,92,
宝安区,西乡街道,雅涛花园,3633,64,,
罗湖区,桂园街道,松园南五巷,1430,70,,
龙岗区,龙城街道,奥林华府二期,860,,52,
罗湖区,莲塘街道,鹏兴花园五期,861,,66,
宝安区,新安街道,深宝花园一期,2789,65,,
福田区,福田街道,嘉麟豪庭,3538,,98,
龙华区,龙华街道,丹枫雅苑,1313,,68,
南山区,桃源街道,龙都花园,4178,72,,
南山区,南头街道,明舍御园,3850,,91,
福田区,莲花街道,润鹏花园,2497,,70,
宝安区,西乡街道,圣源华庭,2498,,67,
南山区,粤海街道,招商名仕花园,3851,96,,
福田区,福田街道,福田大厦,2214,,84,
福田区,香蜜湖街道,枫丹雅苑,2506,,89,
龙岗区,龙城街道,禾田世居,846,,42,
南山区,桃源街道,龙联花园,3372,73,,
南山区,南头街道,常兴苑,3373,72,87,
罗湖区,东门街道,金兴公寓,1414,71,,
罗湖区,莲塘街道,莲塘第一工业区,880,55,,
龙岗区,南湾街道,鸿润豪苑,1415,,50,
福田区,香蜜湖街道,香蜜湖豪庭,2714,,131,
福田区,莲花街道,橄榄绿洲家园,2715,,115,
福田区,莲花街道,景尚雅苑,3209,,113,
福田区,梅林街道,嘉梅住宅,2716,66,,
龙岗区,龙城街道,嘉欣园,867,,35,
龙华区,龙华街道,新华苑一期,591,47,,
罗湖区,黄贝街道,景贝北小区,1005,73,,
罗湖区,桂园街道,港岛银座大厦,588,,101,
盐田区,沙头角街道,天丰公寓,2924,51,,
南山区,招商街道,星发楼,1986,,96,
罗湖区,黄贝街道,海关三院(黄贝),589,62,,
龙岗区,龙岗街道,特丰综合楼,1099,26,,
罗湖区,桂园街道,金园大厦,590,,96,
南山区,沙河街道,桂苑小区,1987,86,,
福田区,莲花街道,紫薇阁,2700,,93,
福田区,福田街道,云顶翠峰花园三期,2528,,100,
福田区,莲花街道,景秀年华家园,3674,,93,
宝安区,航城街道,领航城领翔华府,3583,65,65,
龙岗区,龙城街道,和兴花园三期,847,35,35,
宝安区,西乡街道,天骄世家,3584,52,57,
罗湖区,桂园街道,华特大院,4121,72,,
罗湖区,黄贝街道,龙园苑,1420,,79,
罗湖区,东湖街道,布心逸心苑,1311,,76,
龙岗区,龙岗街道,长海雅园,844,38,,
福田区,莲花街道,天明居,2008,,89,
宝安区,新安街道,中洲华府一期,2751,,109,
福田区,沙头街道,都市阳光名苑,2493,,109,
罗湖区,黄贝街道,黄贝岭华侨新村,1811,55,,
南山区,招商街道,东滨华苑,3377,,85,
福田区,梅林街道,福丰楼,4004,74,,
宝安区,新安街道,名门华府,2177,,105,
光明区,公明街道,南星大厦,3681,,28,
福田区,莲花街道,紫荆苑,3509,91,89,
龙岗区,坂田街道,阳光第五季花园,1382,,63,
龙华区,龙华街道,锦绣御园三期,1383,,69,
福田区,福保街道,宏轩大厦,2134,,119,
南山区,南山街道,富嘉名阁,4053,,79,
福田区,沙头街道,揽翠阁,2494,88,,
龙岗区,龙城街道,水蓝湾园,840,,47,
罗湖区,莲塘街道,惠名花园,4181,51,,
坪山区,坑梓街道,金田风华苑,4010,,35,
龙华区,民治街道,梅花新园,1378,,62,
福田区,莲花街道,茂恒园,2501,89,86,
南山区,蛇口街道,雍景轩,3855,,86,
龙岗区,南湾街道,泰阳金桔苑,1949,37,,
罗湖区,东门街道,世濠大厦,1421,,67,
南山区,蛇口街道,湾厦德园,3382,88,,
龙岗区,龙城街道,愉园新村,864,31,33,
南山区,南山街道,康乐园,3457,83,,
宝安区,西乡街道,七十五区商住楼,2135,52,,
龙岗区,龙城街道,深港花园(龙岗),1553,33,,
罗湖区,东晓街道,绿茵庭苑,1600,61,,
罗湖区,南湖街道,东乐宿舍楼,1540,62,,
罗湖区,笋岗街道,田华楼,1605,48,,
罗湖区,翠竹街道,粮食集团住宅楼,1410,71,,
南山区,桃源街道,半山翠林花园,3856,,97,
福田区,福保街道,宏欣豪园,2502,,167,
宝安区,新安街道,融景园,2529,,62,
南山区,南山街道,泛海拉菲花园二期,3345,,90,
福田区,香蜜湖街道,建业大厦,2530,,89,
南山区,沙河街道,佛山街,3858,90,,
南山区,南山街道,海典居,2013,,84,
罗湖区,桂园街道,能源宿舍,1084,66,,
龙岗区,平湖街道,特力商厦,1809,25,,
龙岗区,吉华街道,龙富花园(布吉),3963,40,,
宝安区,新安街道,百合苑,2787,52,,
南山区,沙河街道,世界花园雅典居,2975,84,,
罗湖区,南湖街道,国旅宿舍,918,69,,
福田区,莲花街道,缔梦园一期,3464,,113,
罗湖区,黄贝街道,环岛丽园,919,,90,
南山区,蛇口街道,紫藤苑,3346,,175,
福田区,莲花街道,时代华庭,3467,,83,
罗湖区,莲塘街道,公交梧桐苑,983,,52,
罗湖区,东门街道,金家综合楼,1419,70,,
南山区,南山街道,南油福园,3545,75,,
宝安区,新安街道,深宝花园二期,2725,64,,
罗湖区,南湖街道,新苑小区,1409,71,,
福田区,华强北街道,中航北苑大厦,2652,122,107,
龙岗区,布吉街道,闽侨大楼,1411,43,,
南山区,粤海街道,珑御府,3380,,170,
南山区,南山街道,雷圳碧榕湾名苑,3860,83,,
南山区,南山街道,常桂苑,4319,78,,
龙华区,民治街道,榕苑,1894,56,,
福田区,园岭街道,盛世鹏程花园,3399,,99,
龙岗区,坪地街道,融富花园二期,841,29,,
福田区,福田街道,京海花园,4073,,91,
福田区,沙头街道,国都高尔夫二期,2965,,96,
罗湖区,桂园街道,广东省军区大院,1182,65,,
罗湖区,翠竹街道,粤海新村,3952,66,,
罗湖区,东门街道,蛟湖路34号住宅楼,1379,73,,
南山区,桃源街道,城市假日花园,3378,83,80,
福田区,香蜜湖街道,香荔花园,3732,107,105,
福田区,梅林街道,尚书苑,2793,,104,
福田区,沙头街道,福昌苑,2794,,79,
南山区,沙河街道,纯水岸六期,3437,,,260
龙岗区,平湖街道,凤冠华庭,972,,42,
宝安区,新安街道,四十五区综合市场楼,4292,56,,
宝安区,西乡街道,绿海名苑,2747,,76,
盐田区,沙头角街道,嘉信蓝海华府,2899,,86,
南山区,招商街道,景园大厦(南山),3775,,77,
南山区,南山街道,山水情家园,3348,87,90,
龙岗区,布吉街道,名城国际广场,1380,47,50,
罗湖区,莲塘街道,鸿景翠峰花园,845,,70,
福田区,沙头街道,天安数码城,544,129,,
宝安区,航城街道,怡宝花园,4171,48,,
南山区,粤海街道,南海花园,3371,,,105
罗湖区,清水河街道,环宇公司宿舍,1177,58,,
龙岗区,龙岗街道,鸿威鸿景华庭南区,982,,37,40
南山区,粤海街道,大冲城市花园,3857,,108,
罗湖区,桂园街道,西湖花园,1893,,65,
福田区,福田街道,雷圳大厦,2803,,95,
南山区,南头街道,南新大厦,3365,70,,
龙岗区,龙岗街道,九州家园一期,843,31,29,
福田区,梅林街道,通业大厦(通业花园),2503,,86,
福田区,南园街道,下步庙南区,3650,85,,
福田区,莲花街道,黄埔雅苑二期,2750,108,112,
罗湖区,东晓街道,今日家园,1312,,75,
盐田区,海山街道,保税区第二生活区,2900,54,,
福田区,华富街道,林业大厦,3608,61,,
龙岗区,坂田街道,旭景佳园一期,1275,57,57,
福田区,梅林街道,上梅华庭居,3891,,87,
龙华区,福城街道,金域九悦花园,1413,,47,60
宝安区,福永街道,时代景苑一期,2788,,43,
宝安区,新安街道,弘雅花园一期,4034,55,,
龙华区,观澜街道,观澜湖高尔夫大宅昆仕顿区,920,,,81
福田区,福田街道,福业大厦,2531,,89,
福田区,香蜜湖街道,佳泰兴苑,2532,,121,
福田区,香蜜湖街道,香蜜所住宅楼,2592,81,,
宝安区,西乡街道,玉湖湾花园,2650,,83,
福田区,福保街道,益田合正佳园,4030,,100,
南山区,南头街道,愉康大厦,3859,,82,
罗湖区,南湖街道,金源大厦,1274,,79,
龙岗区,龙城街道,佳盛园,859,,35,
南山区,南头街道,方卉园,3347,100,,
龙岗区,吉华街道,观山大卫华庭,1810,,59,
福田区,沙头街道,泰安轩,2492,,112,
盐田区,沙头角街道,商业外贸住宅楼,3494,53,,
龙岗区,南湾街道,金宝楼,1592,40,,
福田区,香蜜湖街道,振业翠海花园一期,2504,,122,
罗湖区,莲塘街道,松源大厦,876,48,,
福田区,梅林街道,新阁小区,3691,,86,
宝安区,航城街道,创富时代俊景园,2495,,45,
南山区,南山街道,缤纷假日豪园,3832,,90,
福田区,莲花街道,翔名苑,3507,,111,
福田区,梅林街道,华府馨居,3508,,118,
南山区,沙河街道,海景花园（商品住房）,3379,,96,
福田区,梅林街道,花里林居,2653,,98,
福田区,香蜜湖街道,浩铭财富广场,2748,,138,
福田区,园岭街道,百花园一期,2035,,111,
宝安区,石岩街道,佳华豪苑,3471,,46,
南山区,蛇口街道,雷公岭医院机关楼,3381,69,,
福田区,莲花街道,赛格景苑,3562,,91,
龙岗区,龙城街道,东都小区商住楼,1686,33,,
南山区,南头街道,前海金岸大厦,3862,,119,
南山区,招商街道,招干楼小区,3021,82,,
南山区,粤海街道,英伦名苑二期,3349,,98,
福田区,沙头街道,天安高尔夫海景花园,2496,,106,
龙岗区,南湾街道,公园里花园一期,3996,,60,
南山区,南头街道,金桃园一期,3339,,85,
宝安区,西乡街道,桃源居十六区,2220,,58,
罗湖区,笋岗街道,金丽花园一期,1007,58,,
罗湖区,莲塘街道,银通住宅综合楼,1554,51,,
坪山区,龙田街道,启兴配套生活区,4142,38,,
福田区,福田街道,嘉意台,2701,,93,
福田区,香蜜湖街道,俊安苑,2702,,119,
宝安区,新安街道,创业一村,3208,57,,
龙岗区,龙岗街道,远洋新干线荣域花园,745,,46,
龙岗区,布吉街道,怡瑞山居,1880,50,44,
南山区,沙河街道,香山里花园四期,2993,,120,
龙岗区,布吉街道,信和花园,1886,45,,
福田区,福田街道,上武楼,2719,82,,
龙岗区,平湖街道,茗萃园二期,573,,41,
南山区,蛇口街道,半岛城邦花园一期,3919,,131,
龙岗区,横岗街道,瑞泽佳园一期,1318,51,49,
罗湖区,翠竹街道,翠兰楼,1412,101,98,
龙华区,福城街道,珑门名苑,1792,,51,60
南山区,南头街道,前海花园,3646,85,88,
福田区,梅林街道,凯丰花园一期,2856,86,,
南山区,沙河街道,康佳苑,3546,,93,
南山区,粤海街道,育德佳园一期,2707,103,104,
龙岗区,宝龙街道,中信龙盛广场（商品住房）,870,,40,
福田区,香蜜湖街道,听泉居,3741,,105,
龙华区,龙华街道,东源阁,1528,44,,
龙岗区,龙城街道,颐安都会中央花园,746,,51,
福田区,福田街道,万景花园,4035,,82,
福田区,福田街道,御庭园,2838,,99,
盐田区,沙头角街道,海天园,2636,49,,
福田区,梅林街道,凯伦花园,2857,134,,
福田区,香蜜湖街道,创意侨园,4036,,92,
南山区,招商街道,前海丹华园,3844,,88,
大鹏新区,大鹏街道,龙岭花园,4008,33,,
龙华区,龙华街道,泰华新村,1882,55,,
福田区,福田街道,伟柏花园,2829,,90,
南山区,蛇口街道,千叶苑,3906,87,,
罗湖区,东晓街道,崇德雍翠华府,1669,,87,
福田区,华强北街道,玮鹏花园,2720,,101,
福田区,福田街道,中海华庭,2721,,139,
盐田区,盐田街道,山海四季花园,3310,,62,
福田区,华强北街道,东方时代广场,2828,,121,
龙岗区,吉华街道,金湖星苑,1946,48,,
南山区,南山街道,中海丽苑,3907,,86,
福田区,莲花街道,万托家园,3070,,102,
宝安区,松岗街道,集信大厦,2830,,32,
福田区,福保街道,众孚花园,2835,81,,
南山区,招商街道,半山海景·兰溪谷二期,3366,,124,215
盐田区,沙头角街道,环城路东小区,2927,56,,
龙岗区,横岗街道,东城中心花园二期（商品住房）,1701,,57,
宝安区,松岗街道,松盛大厦,2737,35,,
福田区,园岭街道,圆龙园,2834,,115,
龙华区,观湖街道,银江春晓家园,1958,,53,
龙岗区,园山街道,凤凰山庄,1555,55,,
大鹏新区,南澳街道,凯旋湾花园,2227,,,85
龙岗区,宝龙街道,中骏蓝湾翠岭花园一期,747,,38,
南山区,南山街道,万象新园,3765,,103,
宝安区,新安街道,富通好旺角二期,2858,,81,
宝安区,西乡街道,财富港大厦,3212,,67,
福田区,梅林街道,中康生活区,3744,73,,
南山区,南头街道,前海东岸花园,3473,,103,
南山区,沙河街道,侨城东街,3599,89,,
龙岗区,龙城街道,翡翠明珠花园(龙城),750,39,,
罗湖区,翠竹街道,万事达名苑二期,1881,,90,
大鹏新区,葵涌街道,家天下花园,2429,,37,
罗湖区,翠竹街道,文康楼,1310,,80,
罗湖区,莲塘街道,祥和花园一期,868,,63,
罗湖区,翠竹街道,万事达名苑一期,592,,85,
南山区,粤海街道,云海天城世家,3103,,91,
盐田区,沙头角街道,三家店住宅楼,2925,54,,
福田区,莲花街道,华茂欣园,3533,,89,
福田区,福田街道,英协大厦,2330,,70,
福田区,梅林街道,阳光天下花园,2166,,115,
罗湖区,南湖街道,东方皇宫,1008,,87,
福田区,南园街道,松岭路39号大院,3337,79,,
福田区,莲花街道,康欣园,3408,,79,
南山区,南山街道,怡园大厦,1984,,75,
罗湖区,黄贝街道,自来水住宅楼,1673,69,,
罗湖区,黄贝街道,罗芳雅苑(罗芳污水处理厂),4311,60,,
南山区,南山街道,地铁前海时代广场,2012,,97,
宝安区,新安街道,华厦楼,2699,35,,
罗湖区,笋岗街道,洪湖一街5号大院,1006,59,,
宝安区,新安街道,佳华锦苑,2190,,53,
龙岗区,横岗街道,信义锦绣花园,869,,49,
南山区,粤海街道,深蓝公寓,3126,,135,
南山区,南头街道,华侨新村(南山),3029,77,,105
龙岗区,布吉街道,可园三期,973,,66,
福田区,沙头街道,湖北宝丰花园,2795,79,,
南山区,粤海街道,创世纪滨海花园,4139,,101,
福田区,福田街道,华景花园大厦,4031,,86,
龙岗区,坂田街道,太阳雨家园,974,,64,
福田区,福田街道,福祥街住宅楼,2189,84,,
宝安区,西乡街道,香格丽湾园二期,2796,,83,
南山区,招商街道,榆园二期,3051,83,,
龙华区,民治街道,中海锦城花园北区,1110,,79,
龙华区,大浪街道,可乐园,636,62,,
南山区,西丽街道,鼎胜金域世家豪园,1988,,100,
罗湖区,莲塘街道,名骏豪庭,866,,69,
福田区,福田街道,港城华庭,2703,,96,
南山区,南头街道,愉康花园,1985,90,,
福田区,福田街道,高科利花园大厦,3632,,83,
罗湖区,南湖街道,荣兴大厦(罗湖),4098,,73,
龙华区,观湖街道,仁山智水花园一期,1796,,52,59
福田区,南园街道,万德居,2738,,84,
龙岗区,横岗街道,梧桐花园,1709,30,,
福田区,南园街道,锦龙花园,2833,,91,
