name,district,street,address,lng,lat,single_room,one_bed,two_bed,three_plus
罗庚丘居民小组,坪山区,龙田街道,坪山区龙田街道竹坑社区罗庚丘居民小组,114.372135,22.712816,339,520,803,1011
井水龙居民小组,坪山区,龙田街道,坪山区龙田街道老坑社区井水龙居民小组,114.369552,22.736594,345,529,816,1028
三角楼居民小组,坪山区,龙田街道,坪山区龙田街道老坑社区三角楼居民小组,114.348461,22.736391,381,585,903,1137
东坑居民小组,坪山区,龙田街道,坪山区龙田街道老坑社区东坑居民小组,114.363945,22.732228,323,496,766,964
盘古石居民小组,坪山区,龙田街道,坪山区龙田街道老坑社区盘古石居民小组,114.356541,22.729582,343,527,813,1024
松子坑居民小组,坪山区,龙田街道,坪山区龙田街道老坑社区松子坑居民小组,114.351028,22.725104,371,570,879,1107
下陂居民小组,坪山区,龙田街道,坪山区龙田街道龙田社区下陂居民小组,114.347809,22.764818,311,477,737,928
田段心居民小组,坪山区,龙田街道,坪山区龙田街道龙田社区田段心居民小组,114.365498,22.749528,311,478,737,928
牛湖居民小组,坪山区,龙田街道,坪山区龙田街道龙田社区牛湖居民小组,114.357171,22.751192,344,527,814,1025
松元头村,龙岗区,龙城街道,龙岗区龙城街道回龙埔社区松元头村,114.232263,22.739842,614,943,1454,1831
岭排小区,龙岗区,南湾街道,龙岗区南湾街道南岭村社区岭排小区,114.146568,22.616912,694,1065,1643,2069
岭背小区,龙岗区,南湾街道,龙岗区南湾街道丹竹头社区岭背小区,114.146729,22.620592,883,1356,2091,2634
力昌述昌围村,龙岗区,平湖街道,龙岗区平湖街道力昌社区力昌述昌围村,114.129513,22.710306,498,765,1180,1486
碧头社区许屋村,宝安区,松岗街道,宝安区松岗街道碧头社区碧头社区许屋村,113.803951,22.783045,455,699,1078,1358
下径心村,大鹏新区,葵涌街道,大鹏新区葵涌街道葵涌社区下径心村,114.419176,22.635005,437,671,1035,1303
怡景小区,龙岗区,坪地街道,龙岗区坪地街道怡心社区怡景小区,114.298702,22.773475,418,641,989,1245
围肚村,光明区,光明街道,光明区光明街道白花社区围肚村,113.993992,22.743224,463,710,1096,1380
马鞍岭,坪山区,石井街道,坪山区石井街道田头社区马鞍岭,114.397441,22.706007,351,540,832,1048
石湖居民小组,坪山区,龙田街道,坪山区龙田街道竹坑社区石湖居民小组,114.387844,22.710576,413,634,977,1231
龙岗社区斗方村,龙岗区,龙岗街道,龙岗区龙岗街道龙岗社区龙岗社区斗方村,114.262769,22.740024,570,875,1350,1700
温屋村,宝安区,松岗街道,宝安区松岗街道红星社区温屋村,113.829742,22.769753,489,751,1159,1459
南澳街小区,大鹏新区,南澳街道,大鹏新区南澳街道南澳社区南澳街小区,114.487033,22.537005,593,910,1404,1768
和安小区,宝安区,福海街道,宝安区福海街道和平社区和安小区,113.786482,22.695123,569,874,1349,1698
保安社区马五旧村,龙岗区,园山街道,龙岗区园山街道保安社区保安社区马五旧村,114.209095,22.644967,601,922,1423,1792
共和新村A区,龙华区,龙华街道,龙华区龙华街道松和社区共和新村A区,114.033818,22.655149,749,1149,1773,2232
荔苑新村B区,龙华区,龙华街道,龙华区龙华街道油松社区荔苑新村B区,114.041161,22.633814,690,1059,1635,2058
宝龙新村,龙华区,大浪街道,龙华区大浪街道浪口社区宝龙新村,114.011861,22.683538,443,681,1050,1323
上埔小区,宝安区,沙井街道,宝安区沙井街道步涌社区上埔小区,113.808342,22.757691,583,895,1381,1739
岗瓦铺小区,宝安区,沙井街道,宝安区沙井街道步涌社区岗瓦铺小区,113.806342,22.753529,516,792,1222,1538
德丰南住宅小区,宝安区,沙井街道,宝安区沙井街道民主社区德丰南住宅小区,113.77776,22.743222,533,818,1262,1589
和一新村,宝安区,沙井街道,宝安区沙井街道和一社区和一新村,113.780612,22.718412,582,894,1379,1737
辛养旧村,宝安区,沙井街道,宝安区沙井街道辛养社区辛养旧村,113.80271,22.742387,546,838,1293,1628
衙边社区旧村,宝安区,沙井街道,宝安区沙井街道衙边社区衙边社区旧村,113.805796,22.744568,544,835,1289,1623
浪口一区,龙华区,大浪街道,龙华区大浪街道浪口社区浪口一区,114.007089,22.679167,518,795,1226,1544
沙头社区,宝安区,沙井街道,宝安区沙井街道沙头社区沙头社区,113.79906,22.725466,538,826,1274,1605
平湖社区平湖旧村,龙岗区,平湖街道,龙岗区平湖街道平湖社区平湖社区平湖旧村,114.139105,22.692427,500,768,1185,1493
桥荣一区,宝安区,福海街道,宝安区福海街道桥头社区桥荣一区,113.80287,22.688329,731,1123,1732,2181
40区安乐园,宝安区,新安街道,宝安区新安街道安乐社区40区安乐园,113.894788,22.557646,1186,1820,2808,3536
中央山花园对面片区,光明区,公明街道,光明区公明街道公明社区中央山花园对面片区,113.894711,22.780444,493,757,1167,1470
鲤鱼岭村(含居民新村),龙华区,观澜街道,龙华区观澜街道新澜社区鲤鱼岭村(含居民新村),114.049019,22.723754,637,978,1509,1900
大王山新村,宝安区,沙井街道,宝安区沙井街道大王山社区大王山新村,113.8013,22.718642,530,814,1256,1581
桥南新区,宝安区,福海街道,宝安区福海街道桥头社区桥南新区,113.804205,22.693577,721,1106,1707,2150
浪心老村,宝安区,石岩街道,宝安区石岩街道浪心社区浪心老村,113.928074,22.678688,520,799,1232,1552
浪口二区,龙华区,大浪街道,龙华区大浪街道浪口社区浪口二区,114.005601,22.682114,500,768,1185,1493
水田新村,宝安区,石岩街道,宝安区石岩街道水田社区水田新村,113.953536,22.684812,532,816,1259,1585
山厦新村,龙岗区,平湖街道,龙岗区平湖街道山厦社区山厦新村,114.114718,22.704363,536,822,1269,1598
新南社区旧圩村,龙岗区,平湖街道,龙岗区平湖街道新南社区新南社区旧圩村,114.12635,22.691978,575,883,1362,1715
爱联社区锦秀村,龙岗区,龙城街道,龙岗区龙城街道爱联社区爱联社区锦秀村,114.222657,22.70019,676,1037,1600,2015
横岗社区新光旧村,龙岗区,横岗街道,龙岗区横岗街道横岗社区横岗社区新光旧村,114.202999,22.645806,726,1115,1721,2167
丰泽村,宝安区,福永街道,宝安区福永街道福永社区丰泽村,113.806825,22.667592,702,1078,1663,2094
南坑社区麒麟西,龙岗区,坂田街道,龙岗区坂田街道南坑社区南坑社区麒麟西,114.055583,22.611328,833,1279,1974,2486
螺岭社区东园坊,罗湖区,东门街道,罗湖区东门街道螺岭社区螺岭社区东园坊,114.122285,22.553813,1185,1819,2806,3533
螺岭社区螺岭村,罗湖区,东门街道,罗湖区东门街道螺岭社区螺岭社区螺岭村,114.120872,22.554096,1427,2190,3379,4255
厦村社区厦村老村,龙岗区,南湾街道,龙岗区南湾街道厦村社区厦村社区厦村老村,114.15633,22.612538,603,925,1428,1798
南新社区南和新村,龙岗区,南湾街道,龙岗区南湾街道南新社区南新社区南和新村,114.14464,22.608076,627,962,1485,1870
福民社区丹坑老村,龙华区,福城街道,龙华区福城街道福民社区福民社区丹坑老村,114.038489,22.718065,512,785,1212,1526
力昌社区大草埔村,龙岗区,平湖街道,龙岗区平湖街道力昌社区力昌社区大草埔村,114.12301,22.707577,521,800,1234,1554
君子布社区张村,龙华区,观澜街道,龙华区观澜街道君子布社区君子布社区张村,114.091383,22.717443,434,667,1028,1295
横岗社区大塘村,龙岗区,横岗街道,龙岗区横岗街道横岗社区横岗社区大塘村,114.199489,22.651328,673,1034,1595,2008
君子布社区龙兴村,龙华区,观澜街道,龙华区观澜街道君子布社区君子布社区龙兴村,114.095126,22.725674,362,555,856,1078
王母社区同乐街,大鹏新区,大鹏街道,大鹏新区大鹏街道大鹏社区王母社区同乐街,114.469932,22.594382,561,861,1329,1673
三联社区富联新村,龙华区,龙华街道,龙华区龙华街道三联社区三联社区富联新村,114.027261,22.668449,793,1217,1877,2364
华联社区龙苑新村,龙华区,龙华街道,龙华区龙华街道华联社区华联社区龙苑新村,114.005074,22.673504,748,1148,1771,2230
华联社区玉翠新村,龙华区,龙华街道,龙华区龙华街道玉翠社区华联社区玉翠新村,114.025304,22.675297,776,1191,1838,2315
王母社区叠福新村,大鹏新区,大鹏街道,大鹏新区大鹏街道王母社区王母社区叠福新村,114.475262,22.600551,634,973,1502,1891
新和二区,宝安区,福海街道,宝安区福海街道新和社区新和二区,113.796469,22.67324,679,1043,1609,2026
郭尾村,龙岗区,龙城街道,龙岗区龙城街道盛平社区郭尾村,114.25113,22.737331,562,862,1330,1675
爱联社区如意村,龙岗区,龙城街道,龙岗区龙城街道爱联社区爱联社区如意村,114.226633,22.701055,637,978,1509,1900
横岗社区华西新光村,龙岗区,横岗街道,龙岗区横岗街道横岗社区横岗社区华西新光村,114.197551,22.650293,695,1067,1646,2072
新田社区谷湖龙村,龙华区,观湖街道,龙华区观湖街道新田社区新田社区谷湖龙村,114.085487,22.708794,486,746,1151,1450
上屋社区上排村,宝安区,石岩街道,宝安区石岩街道上屋社区上屋社区上排村,113.931488,22.690182,510,782,1207,1520
观城社区大和村,龙华区,观湖街道,龙华区观湖街道观城社区观城社区大和村,114.047373,22.696551,488,749,1155,1455
观城社区田寮村,龙华区,观湖街道,龙华区观湖街道观城社区观城社区田寮村,114.046384,22.702406,505,775,1195,1505
观城社区锦鲤村,龙华区,观湖街道,龙华区观湖街道观城社区观城社区锦鲤村,114.045489,22.706128,512,786,1212,1527
松元厦社区向西村,龙华区,观湖街道,龙华区观湖街道松元厦社区松元厦社区向西村,114.06453,22.722992,636,977,1507,1897
高另新村,坪山区,碧岭街道,坪山区碧岭街道汤坑社区高另新村,114.295328,22.670723,346,531,819,1032
大水田社区大水田村,龙华区,观澜街道,龙华区观澜街道大水田社区大水田社区大水田村,114.087957,22.743212,455,698,1077,1356
君子布社区老围村,龙华区,观澜街道,龙华区观澜街道君子布社区君子布社区老围村,114.095667,22.719422,357,548,846,1065
鸿祥小区,龙华区,福城街道,龙华区福城街道大水坑社区鸿祥小区,114.006888,22.729798,402,617,953,1200
汤坑新村,坪山区,碧岭街道,坪山区碧岭街道汤坑社区汤坑新村,114.307825,22.670041,340,522,805,1014
四联社区排榜小区,龙岗区,横岗街道,龙岗区横岗街道四联社区四联社区排榜小区,114.193357,22.655178,709,1088,1678,2114
东门城中村,坪山区,坪山街道,坪山区坪山街道坪山社区东门城中村,114.346805,22.688737,404,620,956,1204
黄麻埔新村,龙华区,大浪街道,龙华区大浪街道大浪社区黄麻埔新村,114.000856,22.690974,522,802,1237,1558
流塘社区流塘新村,宝安区,西乡街道,宝安区西乡街道流塘社区流塘社区流塘新村,113.88174,22.582189,1230,1888,2913,3669
塘头丽景小区,宝安区,石岩街道,宝安区石岩街道塘头社区塘头丽景小区,113.915844,22.648389,619,950,1466,1846
龙胜新村B区,龙华区,大浪街道,龙华区大浪街道龙胜社区龙胜新村B区,114.006824,22.652431,788,1209,1865,2349
碧岭围,坪山区,碧岭街道,坪山区碧岭街道碧岭社区碧岭围,114.285014,22.671737,384,590,910,1146
笔架山,光明区,光明街道,光明区光明街道光明社区笔架山,113.939109,22.760247,660,1012,1562,1967
黄榄坑新村,大鹏新区,葵涌街道,大鹏新区葵涌街道葵丰社区黄榄坑新村,114.412991,22.630691,409,628,969,1220
白龙头小区,龙华区,观湖街道,龙华区观湖街道樟溪社区白龙头小区,114.091692,22.694456,446,685,1056,1330
葵丰社区双伍村,大鹏新区,葵涌街道,大鹏新区葵涌街道葵丰社区葵丰社区双伍村,114.416758,22.630559,446,685,1056,1330
厦村社区桂新小区,龙岗区,南湾街道,龙岗区南湾街道厦村社区厦村社区桂新小区,114.16101,22.612234,516,792,1223,1539
六约社区幸福小区,龙岗区,横岗街道,龙岗区横岗街道六约社区六约社区幸福小区,114.16839,22.63654,723,1109,1712,2155
吓榨新村,坪山区,碧岭街道,坪山区碧岭街道沙湖社区吓榨新村,114.323459,22.677556,400,614,947,1192
平湖社区万福新村,龙岗区,平湖街道,龙岗区平湖街道平湖社区平湖社区万福新村,114.136054,22.687362,470,722,1114,1403
南头城,南山区,南头街道,南山区南头街道南头城社区南头城,113.916008,22.546426,1670,2564,3955,4981
下岭排老村,龙华区,大浪街道,龙华区大浪街道大浪社区下岭排老村,113.996416,22.69425,474,728,1123,1414
牛湖社区吓围村,龙华区,观澜街道,龙华区观澜街道广培社区牛湖社区吓围村,114.080764,22.73308,524,804,1240,1562
牛湖社区老一村,龙华区,观澜街道,龙华区观澜街道牛湖社区牛湖社区老一村,114.087037,22.731278,458,702,1084,1365
新澜社区桂澜小区,龙华区,观澜街道,龙华区观澜街道新澜社区新澜社区桂澜小区,114.056248,22.72483,513,787,1214,1529
泥岗社区泥岗西村,罗湖区,清水河街道,罗湖区清水河街道坭岗社区泥岗社区泥岗西村,114.09393,22.569338,1343,2062,3182,4007
黄屋村,宝安区,西乡街道,宝安区西乡街道乐群社区黄屋村,113.870728,22.581039,1211,1859,2868,3611
坪东社区坪东村,龙岗区,坪地街道,龙岗区坪地街道坪东社区坪东社区坪东村,114.307949,22.770131,396,607,937,1180
马安山社区马安山村西区,宝安区,沙井街道,宝安区沙井街道马安山社区马安山社区马安山村西区,113.810071,22.719446,483,741,1143,1440
马安山社区马安山村北区,宝安区,沙井街道,宝安区沙井街道马安山社区马安山社区马安山村北区,113.810745,22.721585,516,792,1221,1538
马安山社区马安山村东区,宝安区,沙井街道,宝安区沙井街道马安山社区马安山社区马安山村东区,113.813794,22.720422,492,756,1166,1468
大王山社区大王山南新村,宝安区,沙井街道,宝安区沙井街道大王山社区大王山社区大王山南新村,113.802379,22.714105,605,929,1433,1804
沙头社区茭塘旧村,宝安区,沙井街道,宝安区沙井街道沙头社区沙头社区茭塘旧村,113.803692,22.723595,540,829,1279,1610
桂花社区新石桥村,龙华区,观澜街道,龙华区观澜街道桂花社区桂花社区新石桥村,114.060564,22.729771,483,741,1143,1439
大水坑社区大二村,龙华区,福城街道,龙华区福城街道大水坑社区大水坑社区大二村,114.003738,22.732021,425,652,1006,1267
同益新村西小区,宝安区,福海街道,宝安区福海街道和平社区同益新村西小区,113.787274,22.698155,625,960,1481,1864
泥岗社区泥岗东村,罗湖区,清水河街道,罗湖区清水河街道坭岗社区泥岗社区泥岗东村,114.095966,22.57007,1314,2016,3111,3918
官田老村,宝安区,石岩街道,宝安区石岩街道官田社区官田老村,113.937978,22.684775,537,824,1271,1601
保安社区龙菀新村,龙岗区,园山街道,龙岗区园山街道保安社区保安社区龙菀新村,114.210221,22.652444,741,1137,1754,2209
高峰社区龙华老村,龙华区,大浪街道,龙华区大浪街道龙胜社区高峰社区龙华老村,114.006856,22.658796,679,1043,1609,2026
晒布墩,宝安区,沙井街道,宝安区沙井街道衙边社区晒布墩,113.806281,22.742788,557,854,1318,1660
大水坑社区大一村,龙华区,福城街道,龙华区福城街道大水坑社区大水坑社区大一村,114.000756,22.731377,487,748,1154,1454
鹏城社区东村,大鹏新区,大鹏街道,大鹏新区大鹏街道鹏城社区鹏城社区东村,114.511713,22.600507,418,642,990,1246
六联社区六联村,龙岗区,坪地街道,龙岗区坪地街道六联社区六联社区六联村,114.327772,22.803957,327,502,775,976
牛仔园,龙岗区,龙城街道,龙岗区龙城街道新联社区牛仔园,114.232686,22.700246,656,1007,1554,1957
坂田社区塘排村,龙岗区,坂田街道,龙岗区坂田街道坂田社区坂田社区塘排村,114.067027,22.641954,844,1295,1998,2516
马池田村,光明区,光明街道,光明区光明街道白花社区马池田村,113.99063,22.745185,468,718,1108,1395
四联社区蛇地岭村,龙岗区,横岗街道,龙岗区横岗街道四联社区四联社区蛇地岭村,114.191587,22.656936,725,1112,1716,2161
金南小区,大鹏新区,葵涌街道,大鹏新区葵涌街道葵新社区金南小区,114.420127,22.631697,436,670,1033,1301
库坑社区凹背围村,龙华区,观澜街道,龙华区观澜街道大富社区库坑社区凹背围村,114.027185,22.74082,448,687,1061,1336
库坑社区库坑中心区,龙华区,观澜街道,龙华区观澜街道库坑社区库坑社区库坑中心区,114.030718,22.739433,451,693,1069,1346
沙井社区沙井村,宝安区,沙井街道,宝安区沙井街道沙井社区沙井社区沙井村,113.806798,22.733328,547,840,1296,1632
三溪社区福新村,大鹏新区,葵涌街道,大鹏新区葵涌街道三溪社区三溪社区福新村,114.417514,22.637313,437,671,1035,1303
下岭排老村二区,龙华区,大浪街道,龙华区大浪街道大浪社区下岭排老村二区,113.996178,22.69311,488,750,1157,1457
圳埔新村,龙岗区,龙岗街道,龙岗区龙岗街道南联社区圳埔新村,114.246399,22.70852,450,690,1065,1341
横岗社区大块马小区,龙岗区,横岗街道,龙岗区横岗街道横岗社区横岗社区大块马小区,114.205627,22.644802,663,1018,1570,1978
坪环社区坪环小区,坪山区,马峦街道,坪山区马峦街道坪环社区坪环社区坪环小区,114.346032,22.684724,430,660,1019,1283
福慧园,龙华区,大浪街道,龙华区大浪街道大浪社区福慧园,113.994508,22.699109,453,695,1073,1351
田头社区新曲,坪山区,石井街道,坪山区石井街道田头社区田头社区新曲,114.403639,22.696269,305,468,723,910
桥荣二区,宝安区,福海街道,宝安区福海街道桥头社区桥荣二区,113.800324,22.691301,715,1098,1694,2133
衙边社区九墟小区,宝安区,沙井街道,宝安区沙井街道衙边社区衙边社区九墟小区,113.809959,22.743079,484,743,1147,1444
衙边社区大塘小区,宝安区,沙井街道,宝安区沙井街道衙边社区衙边社区大塘小区,113.811653,22.742762,472,724,1117,1406
沙三社区蚝四村,宝安区,沙井街道,宝安区沙井街道沙三社区沙三社区蚝四村,113.801261,22.746571,577,885,1366,1720
沙二社区沙二村,宝安区,沙井街道,宝安区沙井街道辛养社区沙二社区沙二村,113.800426,22.741298,509,781,1205,1518
桂澜新村(含玫园新村),龙华区,观澜街道,龙华区观澜街道新澜社区桂澜新村(含玫园新村),114.054044,22.72233,533,819,1263,1591
永北新村,光明区,公明街道,光明区公明街道上村社区永北新村,113.885244,22.791762,399,613,946,1191
金山小区,龙华区,龙华街道,龙华区龙华街道松和社区金山小区,114.034338,22.650535,618,949,1465,1844
朝阳围村,盐田区,盐田街道,盐田区盐田街道明珠社区朝阳围村,114.246338,22.596435,768,1178,1818,2289
下屋新村,宝安区,石岩街道,宝安区石岩街道上屋社区下屋新村,113.930317,22.686073,549,843,1300,1637
凤凰社区红朱岭村,龙岗区,平湖街道,龙岗区平湖街道凤凰社区凤凰社区红朱岭村,114.131405,22.692666,475,730,1126,1417
洪桥头社区鱼塘村,宝安区,燕罗街道,宝安区燕罗街道洪桥头社区洪桥头社区鱼塘村,113.836221,22.789348,514,789,1217,1532
红星社区大园新村,宝安区,松岗街道,宝安区松岗街道红星社区红星社区大园新村,113.833101,22.766735,444,682,1052,1325
红星社区西坊新村,宝安区,松岗街道,宝安区松岗街道红星社区红星社区西坊新村,113.835974,22.762106,467,716,1105,1391
红星社区龙门旧村,宝安区,松岗街道,宝安区松岗街道红星社区红星社区龙门旧村,113.837804,22.76482,451,693,1069,1346
楼岗社区洋眉坑村,宝安区,松岗街道,宝安区松岗街道楼岗社区楼岗社区洋眉坑村,113.85279,22.771247,550,844,1302,1640
六约社区龙塘村,龙岗区,横岗街道,龙岗区横岗街道六约社区六约社区龙塘村,114.186286,22.642811,750,1151,1776,2236
黄埔村,宝安区,新桥街道,宝安区新桥街道黄埔社区黄埔村,113.849729,22.708394,503,772,1191,1500
松涛社区爱国街,宝安区,松岗街道,宝安区松岗街道松涛社区松涛社区爱国街,113.839006,22.770195,508,781,1204,1517
松岗社区山美新区,宝安区,松岗街道,宝安区松岗街道松岗社区松岗社区山美新区,113.844425,22.771616,538,825,1273,1603
葵涌社区径心村,大鹏新区,葵涌街道,大鹏新区葵涌街道葵涌社区葵涌社区径心村,114.421476,22.635107,378,580,895,1126
松岗社区红花新村,宝安区,松岗街道,宝安区松岗街道松岗社区松岗社区红花新村,113.843507,22.773546,509,782,1206,1519
松岗社区东风新村,宝安区,松岗街道,宝安区松岗街道山门社区松岗社区东风新村,113.845009,22.775727,506,777,1198,1509
松岗社区麒麟新村,宝安区,松岗街道,宝安区松岗街道松岗社区松岗社区麒麟新村,113.842766,22.779718,469,720,1110,1398
东方社区南边头旧村,宝安区,松岗街道,宝安区松岗街道东方社区东方社区南边头旧村,113.838242,22.76369,463,711,1097,1381
花果山社区建设街,宝安区,松岗街道,宝安区松岗街道花果山社区花果山社区建设街,113.836206,22.773036,429,658,1015,1278
流仙洞,宝安区,西乡街道,宝安区西乡街道乐群社区流仙洞,113.871513,22.580783,1171,1798,2774,3493
鹅公岭社区鹅公岭旧村,龙岗区,平湖街道,龙岗区平湖街道鹅公岭社区鹅公岭社区鹅公岭旧村,114.147804,22.684796,513,788,1216,1531
沙头村,盐田区,盐田街道,盐田区盐田街道盐田社区沙头村,114.271872,22.590387,1023,1570,2422,3050
沙坣社区红花潭村,坪山区,马峦街道,坪山区马峦街道沙坣社区沙坣社区红花潭村,114.356345,22.697448,402,616,951,1198
三联社区石头背小区,龙岗区,吉华街道,龙岗区吉华街道三联社区三联社区石头背小区,114.113418,22.62629,678,1041,1606,2022
葵丰社区丰树山环村,大鹏新区,葵涌街道,大鹏新区葵涌街道葵丰社区葵丰社区丰树山环村,114.406214,22.637725,372,571,881,1109
碧眼社区白鸽场,光明区,光明街道,光明区光明街道碧眼社区碧眼社区白鸽场,113.953413,22.760312,508,780,1203,1515
楼岗社区楼岗北区,宝安区,松岗街道,宝安区松岗街道楼岗社区楼岗社区楼岗北区,113.851334,22.771348,528,811,1251,1576
塘家社区塘家新村,光明区,凤凰街道,光明区凤凰街道塘家社区塘家社区塘家新村,113.934971,22.733351,444,681,1050,1323
白鸽湖老村,龙华区,观湖街道,龙华区观湖街道樟溪社区白鸽湖老村,114.084811,22.695661,414,636,981,1236
布吉社区一村,龙岗区,布吉街道,龙岗区布吉街道布吉社区布吉社区一村,114.11039,22.60543,830,1275,1967,2476
同心社区阳和浪村,龙岗区,宝龙街道,龙岗区宝龙街道同心社区同心社区阳和浪村,114.3076,22.71827,296,455,702,884
大靓村,龙岗区,吉华街道,龙岗区吉华街道水径社区大靓村,114.101436,22.610236,727,1117,1723,2170
辅城坳社区辅城坳旧村,龙岗区,平湖街道,龙岗区平湖街道辅城坳社区辅城坳社区辅城坳旧村,114.09378,22.7003,462,709,1093,1377
甲子塘社区甲子塘新村,光明区,凤凰街道,光明区凤凰街道甲子塘社区甲子塘社区甲子塘新村,113.915068,22.733101,506,777,1199,1510
罗田社区罗田北区,宝安区,燕罗街道,宝安区燕罗街道罗田社区罗田社区罗田北区,113.87409,22.812781,460,705,1088,1370
九尾社区金桂园小区,宝安区,航城街道,宝安区航城街道九围社区九尾社区金桂园小区,113.858535,22.643949,671,1030,1589,2001
同心社区长湖围A区,龙岗区,宝龙街道,龙岗区宝龙街道同心社区同心社区长湖围A区,114.305619,22.71737,447,687,1059,1334
清水河新村,罗湖区,东晓街道,罗湖区东晓街道草埔东社区清水河新村,114.114031,22.586481,1437,2206,3403,4285
郭屋村,龙岗区,龙城街道,龙岗区龙城街道盛平社区郭屋村,114.252369,22.73174,519,797,1230,1549
香元老屋村,龙岗区,坪地街道,龙岗区坪地街道坪西社区香元老屋村,114.287376,22.773206,398,611,943,1187
甲子塘社区甲子塘旧村,光明区,凤凰街道,光明区凤凰街道甲子塘社区甲子塘社区甲子塘旧村,113.911547,22.737621,550,844,1302,1639
流塘社区流塘村,宝安区,西乡街道,宝安区西乡街道流塘社区流塘社区流塘村,113.882948,22.58007,1260,1934,2984,3758
和一社区和二村,宝安区,沙井街道,宝安区沙井街道和一社区和一社区和二村,113.784514,22.712229,531,815,1257,1583
东方社区东方一街,宝安区,松岗街道,宝安区松岗街道东方社区东方社区东方一街,113.84371,22.765493,442,678,1046,1317
共乐社区共乐村,宝安区,西乡街道,宝安区西乡街道盐田社区共乐社区共乐村,113.853797,22.582698,1155,1773,2736,3445
福田社区福田新村,福田区,福田街道,福田区福田街道福田社区福田社区福田新村,114.069173,22.537673,1782,2736,4221,5316
玉田社区祠堂村,福田区,南园街道,福田区南园街道滨江社区玉田社区祠堂村,114.090059,22.539709,1595,2448,3778,4757
玉田社区向东围村,福田区,南园街道,福田区南园街道滨江社区玉田社区向东围村,114.092031,22.540856,1623,2491,3843,4840
巴登社区巴登村,福田区,南园街道,福田区南园街道巴登社区巴登社区巴登村,114.096108,22.541247,1664,2554,3941,4963
桔岭老村置业小区,龙华区,福城街道,龙华区福城街道桔塘社区桔岭老村置业小区,114.022768,22.729359,375,575,887,1118
东山村,大鹏新区,南澳街道,大鹏新区南澳街道东山社区东山村,114.527023,22.557942,499,765,1181,1487
龙岗社区龙岗村,龙岗区,龙岗街道,龙岗区龙岗街道龙岗社区龙岗社区龙岗村,114.266076,22.741093,527,809,1248,1572
建新村永成巷,龙岗区,龙城街道,龙岗区龙城街道爱联社区建新村永成巷,114.219792,22.699559,709,1088,1679,2114
禾虾岭小区,龙岗区,平湖街道,龙岗区平湖街道禾花社区禾虾岭小区,114.11334,22.682292,538,826,1274,1605
大围一村,龙岗区,龙城街道,龙岗区龙城街道黄阁坑社区大围一村,114.208423,22.713298,626,961,1483,1868
沙鱼涌,大鹏新区,葵涌街道,大鹏新区葵涌街道土洋社区沙鱼涌,114.411829,22.613534,419,643,993,1250
元水老村,龙华区,观湖街道,龙华区观湖街道新田社区元水老村,114.087169,22.703343,444,682,1052,1325
宝民社区灶下村二坊,宝安区,新安街道,宝安区新安街道宝民社区宝民社区灶下村二坊,113.894589,22.569779,1273,1954,3015,3796
宝民社区灶下村三坊,宝安区,新安街道,宝安区新安街道宝民社区宝民社区灶下村三坊,113.892896,22.570513,1306,2005,3093,3895
塘尾社区沙田坑村,光明区,凤凰街道,光明区凤凰街道塘尾社区塘尾社区沙田坑村,113.896098,22.752991,458,703,1085,1366
塘尾社区后底园村,光明区,凤凰街道,光明区凤凰街道塘尾社区塘尾社区后底园村,113.896771,22.754926,457,702,1083,1364
新生社区田祖上新村,龙岗区,龙岗街道,龙岗区龙岗街道新生社区新生社区田祖上新村,114.264003,22.74782,539,827,1276,1607
新生社区车村新村,龙岗区,龙岗街道,龙岗区龙岗街道新生社区新生社区车村新村,114.25915,22.747832,477,732,1129,1421
龙西社区陂头肚老村,龙岗区,龙岗街道,龙岗区龙岗街道龙西社区龙西社区陂头肚老村,114.249703,22.746102,501,769,1186,1494
发新区,龙岗区,龙岗街道,龙岗区龙岗街道龙西社区发新区,114.235502,22.748735,451,692,1067,1344
龙西社区楼吓老村,龙岗区,龙岗街道,龙岗区龙岗街道龙西社区龙西社区楼吓老村,114.241272,22.746564,448,688,1062,1337
塘尾社区新园村,光明区,凤凰街道,光明区凤凰街道塘尾社区塘尾社区新园村,113.899529,22.754457,457,702,1083,1364
向南四区,龙华区,民治街道,龙华区民治街道樟坑社区向南四区,114.034221,22.618647,1008,1547,2387,3005
四联社区茂园小区,龙岗区,横岗街道,龙岗区横岗街道四联社区四联社区茂园小区,114.189683,22.656676,726,1115,1720,2166
辅城坳社区大王爷新村,龙岗区,平湖街道,龙岗区平湖街道辅城坳社区辅城坳社区大王爷新村,114.091513,22.703697,424,651,1004,1264
怀德社区翠岗二区,宝安区,福永街道,宝安区福永街道怀德社区怀德社区翠岗二区,113.816244,22.662877,728,1118,1725,2172
南岸村,宝安区,松岗街道,宝安区松岗街道红星社区南岸村,113.834337,22.760355,484,743,1147,1444
龙西社区楼吓新村,龙岗区,龙岗街道,龙岗区龙岗街道龙西社区龙西社区楼吓新村,114.241026,22.744632,429,658,1015,1278
新生社区低山村东,龙岗区,龙岗街道,龙岗区龙岗街道新生社区新生社区低山村东,114.284737,22.745495,479,735,1134,1428
新生社区仙人岭老村,龙岗区,龙岗街道,龙岗区龙岗街道新生社区新生社区仙人岭老村,114.270291,22.745851,535,822,1268,1597
塘尾社区村前路小区,光明区,凤凰街道,光明区凤凰街道塘尾社区塘尾社区村前路小区,113.901423,22.7554,463,710,1096,1380
